GEOCODE,NAME,total_pop,one_race_pop,multi_race,hisp_latino,not_hisp_latino,one_race_nh,white_alone_nh,black_alone_nh,asian_alone_nh,other_races,pct_hisp_lat,pct_multi_race,pct_white,pct_black,pct_asian,pct_other_races
21001970100,Census Tract 9701,1621,1559,51,36,1585,1534,1525,6,0,3,2.22,3.15,94.08,0.37,0.0,0.19
21001970200,Census Tract 9702,1755,1701,43,54,1701,1658,1616,35,0,7,3.08,2.45,92.08,1.99,0.0,0.4
21001970300,Census Tract 9703,3005,2916,63,103,2902,2839,2818,9,9,3,3.43,2.1,93.78,0.3,0.3,0.1
21001970401,Census Tract 9704.01,4346,4194,126,171,4175,4049,3835,196,9,9,3.93,2.9,88.24,4.51,0.21,0.21
21001970402,Census Tract 9704.02,4535,4378,132,199,4336,4204,3894,226,37,47,4.39,2.91,85.87,4.98,0.82,1.04
21001970500,Census Tract 9705,2334,2222,97,55,2279,2182,2122,19,8,33,2.36,4.16,90.92,0.81,0.34,1.41
21001970600,Census Tract 9706,1307,1256,41,25,1282,1241,1234,7,0,0,1.91,3.14,94.41,0.54,0.0,0.0
21003920100,Census Tract 9201,3295,3189,85,93,3202,3117,3070,31,0,16,2.82,2.58,93.17,0.94,0.0,0.49
21003920200,Census Tract 9202,2868,2739,96,64,2804,2708,2697,3,3,5,2.23,3.35,94.04,0.1,0.1,0.17
21003920300,Census Tract 9203,5101,4876,176,138,4963,4787,4660,85,26,16,2.71,3.45,91.35,1.67,0.51,0.31
21003920400,Census Tract 9204,4563,4345,175,128,4435,4260,4156,63,9,32,2.81,3.84,91.08,1.38,0.2,0.7
21003920500,Census Tract 9205,1413,1354,39,46,1367,1328,1313,7,5,3,3.26,2.76,92.92,0.5,0.35,0.21
21003920600,Census Tract 9206,3348,3187,118,105,3243,3125,3091,15,5,14,3.14,3.52,92.32,0.45,0.15,0.42
21005950101,Census Tract 9501.01,1987,1913,58,45,1942,1884,1841,38,5,0,2.26,2.92,92.65,1.91,0.25,0.0
21005950102,Census Tract 9501.02,6988,6619,310,178,6810,6500,6171,262,31,36,2.55,4.44,88.31,3.75,0.44,0.52
21005950201,Census Tract 9502.01,5681,5399,236,140,5541,5305,5132,115,35,23,2.46,4.15,90.34,2.02,0.62,0.4
21005950202,Census Tract 9502.02,3966,3756,180,72,3894,3714,3624,40,19,31,1.82,4.54,91.38,1.01,0.48,0.78
21005950300,Census Tract 9503,2382,2279,88,47,2335,2247,2218,12,13,4,1.97,3.69,93.12,0.5,0.55,0.17
21005950400,Census Tract 9504,2848,2740,97,39,2809,2712,2668,15,1,28,1.37,3.41,93.68,0.53,0.04,0.98
21007950100,Census Tract 9501,3975,3793,157,38,3937,3780,3629,130,14,7,0.96,3.95,91.3,3.27,0.35,0.18
21007950200,Census Tract 9502,1420,1356,59,15,1405,1346,1291,50,5,0,1.06,4.15,90.92,3.52,0.35,0.0
21007950300,Census Tract 9503,2333,2213,96,40,2293,2197,2154,28,10,5,1.71,4.11,92.33,1.2,0.43,0.21
21009950100,Census Tract 9501,3590,3475,84,111,3479,3395,3278,72,30,15,3.09,2.34,91.31,2.01,0.84,0.42
21009950200,Census Tract 9502,3537,3371,141,115,3422,3281,3087,150,29,15,3.25,3.99,87.28,4.24,0.82,0.42
21009950300,Census Tract 9503,3507,3304,152,143,3364,3212,3053,130,8,21,4.08,4.33,87.05,3.71,0.23,0.6
21009950401,Census Tract 9504.01,2637,2435,137,252,2385,2248,1877,270,58,43,9.56,5.2,71.18,10.24,2.2,1.63
21009950402,Census Tract 9504.02,3612,3351,192,222,3390,3198,2777,374,9,38,6.15,5.32,76.88,10.35,0.25,1.05
21009950500,Census Tract 9505,4033,3815,167,212,3821,3654,3405,198,30,21,5.26,4.14,84.43,4.91,0.74,0.52
21009950601,Census Tract 9506.01,3048,2863,153,183,2865,2712,2440,233,11,28,6.0,5.02,80.05,7.64,0.36,0.92
21009950602,Census Tract 9506.02,3318,3046,79,246,3072,2993,2786,135,51,21,7.41,2.38,83.97,4.07,1.54,0.63
21009950701,Census Tract 9507.01,2269,2194,65,37,2232,2167,2126,33,5,3,1.63,2.86,93.7,1.45,0.22,0.13
21009950702,Census Tract 9507.02,4046,3905,111,75,3971,3860,3765,48,15,32,1.85,2.74,93.05,1.19,0.37,0.79
21009950800,Census Tract 9508,3497,3382,77,102,3395,3318,3279,24,6,9,2.92,2.2,93.77,0.69,0.17,0.26
21009950900,Census Tract 9509,3913,3792,80,104,3809,3729,3709,4,0,16,2.66,2.04,94.79,0.1,0.0,0.41
21009951000,Census Tract 9510,3478,3324,116,87,3391,3275,3222,26,3,24,2.5,3.34,92.64,0.75,0.09,0.69
21011970100,Census Tract 9701,1932,1872,44,48,1884,1840,1777,55,3,5,2.48,2.28,91.98,2.85,0.16,0.26
21011970201,Census Tract 9702.01,2646,2576,60,21,2625,2565,2512,41,5,7,0.79,2.27,94.94,1.55,0.19,0.26
21011970202,Census Tract 9702.02,4610,4492,90,82,4528,4438,4404,29,3,2,1.78,1.95,95.53,0.63,0.07,0.04
21011970300,Census Tract 9703,3562,3465,86,31,3531,3445,3432,2,5,6,0.87,2.41,96.35,0.06,0.14,0.17
21013960100,Census Tract 9601,1825,1773,51,5,1820,1769,1759,5,0,5,0.27,2.79,96.38,0.27,0.0,0.27
21013960200,Census Tract 9602,4129,3997,115,31,4098,3983,3902,52,8,21,0.75,2.79,94.5,1.26,0.19,0.51
21013960300,Census Tract 9603,1865,1809,50,7,1858,1808,1797,6,2,3,0.38,2.68,96.35,0.32,0.11,0.16
21013960400,Census Tract 9604,1292,1246,44,6,1286,1242,1238,3,0,1,0.46,3.41,95.82,0.23,0.0,0.08
21013960500,Census Tract 9605,2096,2021,64,69,2027,1963,1915,40,6,2,3.29,3.05,91.36,1.91,0.29,0.1
21013960600,Census Tract 9606,4478,4298,172,32,4446,4274,3976,236,43,19,0.71,3.84,88.79,5.27,0.96,0.42
21013960700,Census Tract 9607,2655,2509,126,46,2609,2483,2320,106,41,16,1.73,4.75,87.38,3.99,1.54,0.6
21013960800,Census Tract 9608,3223,3109,102,34,3189,3087,3029,20,21,17,1.05,3.16,93.98,0.62,0.65,0.53
21013961100,Census Tract 9611,2534,2484,50,14,2520,2470,2375,84,1,10,0.55,1.97,93.73,3.31,0.04,0.39
21015070101,Census Tract 701.01,4045,3723,182,490,3555,3373,2902,403,54,14,12.11,4.5,71.74,9.96,1.33,0.35
21015070102,Census Tract 701.02,2868,2562,193,310,2558,2365,1873,425,21,46,10.81,6.73,65.31,14.82,0.73,1.6
21015070201,Census Tract 702.01,3863,3546,183,514,3349,3166,2681,425,36,24,13.31,4.74,69.4,11.0,0.93,0.62
21015070202,Census Tract 702.02,2961,2729,158,341,2620,2462,2077,337,26,22,11.52,5.34,70.15,11.38,0.88,0.74
21015070301,Census Tract 703.01,5992,5275,399,1328,4664,4265,3622,565,44,34,22.16,6.66,60.45,9.43,0.73,0.57
21015070305,Census Tract 703.05,6572,6171,278,306,6266,5988,5588,261,90,49,4.66,4.23,85.03,3.97,1.37,0.75
21015070309,Census Tract 703.09,6546,6167,256,225,6321,6065,5650,104,272,39,3.44,3.91,86.31,1.59,4.16,0.6
21015070311,Census Tract 703.11,2711,2495,147,187,2524,2377,2146,125,14,92,6.9,5.42,79.16,4.61,0.52,3.39
21015070312,Census Tract 703.12,3131,2906,127,242,2889,2762,2404,194,129,35,7.73,4.06,76.78,6.2,4.12,1.12
21015070313,Census Tract 703.13,3296,3141,122,128,3168,3046,2866,86,78,16,3.88,3.7,86.95,2.61,2.37,0.49
21015070314,Census Tract 703.14,4997,4680,221,270,4727,4506,4083,132,239,52,5.4,4.42,81.71,2.64,4.78,1.04
21015070315,Census Tract 703.15,5914,5514,237,474,5440,5203,4529,465,167,42,8.01,4.01,76.58,7.86,2.82,0.71
21015070316,Census Tract 703.16,6903,6514,248,309,6594,6346,5588,235,487,36,4.48,3.59,80.95,3.4,7.05,0.52
21015070317,Census Tract 703.17,5254,4962,222,179,5075,4853,4413,216,176,48,3.41,4.23,83.99,4.11,3.35,0.91
21015070318,Census Tract 703.18,8353,7846,388,286,8067,7679,7212,257,168,42,3.42,4.65,86.34,3.08,2.01,0.5
21015070403,Census Tract 704.03,6820,6397,323,232,6588,6265,5945,102,166,52,3.4,4.74,87.17,1.5,2.43,0.76
21015070404,Census Tract 704.04,3772,3546,162,126,3646,3484,3274,103,84,23,3.34,4.29,86.8,2.73,2.23,0.61
21015070405,Census Tract 704.05,2336,2227,93,41,2295,2202,2173,6,12,11,1.76,3.98,93.02,0.26,0.51,0.47
21015070406,Census Tract 704.06,2647,2473,132,161,2486,2354,2234,72,32,16,6.08,4.99,84.4,2.72,1.21,0.6
21015070407,Census Tract 704.07,3548,3247,228,168,3380,3152,2896,200,22,34,4.74,6.43,81.62,5.64,0.62,0.96
21015070502,Census Tract 705.02,4327,4141,154,77,4250,4096,4058,14,8,16,1.78,3.56,93.78,0.32,0.18,0.37
21015070503,Census Tract 705.03,6614,6120,331,357,6257,5926,5518,217,129,62,5.4,5.0,83.43,3.28,1.95,0.94
21015070505,Census Tract 705.05,3708,3497,179,90,3618,3439,3308,87,32,12,2.43,4.83,89.21,2.35,0.86,0.32
21015070506,Census Tract 705.06,4245,4025,181,203,4042,3861,3509,279,42,31,4.78,4.26,82.66,6.57,0.99,0.73
21015070601,Census Tract 706.01,2936,2814,95,59,2877,2782,2732,7,33,10,2.01,3.24,93.05,0.24,1.12,0.34
21015070604,Census Tract 706.04,3454,3310,104,74,3380,3276,3220,9,23,24,2.14,3.01,93.23,0.26,0.67,0.69
21015070605,Census Tract 706.05,7985,7646,268,176,7809,7541,7051,145,325,20,2.2,3.36,88.3,1.82,4.07,0.25
21015070606,Census Tract 706.06,5660,5332,270,188,5472,5202,5048,63,59,32,3.32,4.77,89.19,1.11,1.04,0.57
21015070607,Census Tract 706.07,4453,4226,154,164,4289,4135,3951,74,80,30,3.68,3.46,88.73,1.66,1.8,0.67
21015980100,Census Tract 9801,57,56,1,2,55,54,51,1,0,2,3.51,1.75,89.47,1.75,0.0,3.51
21017030101,Census Tract 301.01,2175,2007,121,212,1963,1842,1431,393,2,16,9.75,5.56,65.79,18.07,0.09,0.74
21017030102,Census Tract 301.02,1726,1651,53,113,1613,1560,1495,49,9,7,6.55,3.07,86.62,2.84,0.52,0.41
21017030201,Census Tract 302.01,4348,4094,200,388,3960,3760,3422,291,23,24,8.92,4.6,78.7,6.69,0.53,0.55
21017030202,Census Tract 302.02,1949,1779,140,162,1787,1647,1476,154,3,14,8.31,7.18,75.73,7.9,0.15,0.72
21017030300,Census Tract 303,3170,2985,101,307,2863,2762,2683,50,18,11,9.68,3.19,84.64,1.58,0.57,0.35
21017030400,Census Tract 304,2443,2374,52,105,2338,2286,2230,38,11,7,4.3,2.13,91.28,1.56,0.45,0.29
21017030500,Census Tract 305,2331,2275,45,95,2236,2191,2128,37,9,17,4.08,1.93,91.29,1.59,0.39,0.73
21017030600,Census Tract 306,2110,2014,68,104,2006,1938,1905,21,2,10,4.93,3.22,90.28,1.0,0.09,0.47
21019030200,Census Tract 302,1438,1355,68,25,1413,1345,1236,73,22,14,1.74,4.73,85.95,5.08,1.53,0.97
21019030300,Census Tract 303,2053,1905,138,99,1954,1816,1654,119,24,19,4.82,6.72,80.57,5.8,1.17,0.93
21019030400,Census Tract 304,2163,2041,106,51,2112,2006,1923,67,9,7,2.36,4.9,88.9,3.1,0.42,0.32
21019030500,Census Tract 305,4409,4217,156,87,4322,4166,4030,78,27,31,1.97,3.54,91.4,1.77,0.61,0.7
21019030600,Census Tract 306,4361,4172,162,64,4297,4135,3988,98,37,12,1.47,3.71,91.45,2.25,0.85,0.28
21019030700,Census Tract 307,3364,3212,136,49,3315,3179,3074,77,23,5,1.46,4.04,91.38,2.29,0.68,0.15
21019030800,Census Tract 308,3913,3672,231,53,3860,3629,3466,127,7,29,1.35,5.9,88.58,3.25,0.18,0.74
21019030900,Census Tract 309,5187,4987,185,46,5141,4956,4841,53,35,27,0.89,3.57,93.33,1.02,0.67,0.52
21019031001,Census Tract 310.01,1283,1256,24,10,1273,1249,1224,10,5,10,0.78,1.87,95.4,0.78,0.39,0.78
21019031003,Census Tract 310.03,3139,3077,52,80,3059,3007,2474,490,32,11,2.55,1.66,78.81,15.61,1.02,0.35
21019031004,Census Tract 310.04,3518,3387,113,30,3488,3375,3343,22,5,5,0.85,3.21,95.03,0.63,0.14,0.14
21019031101,Census Tract 311.01,5723,5568,118,63,5660,5542,5466,34,25,17,1.1,2.06,95.51,0.59,0.44,0.3
21019031102,Census Tract 311.02,2106,2022,71,20,2086,2015,1987,19,2,7,0.95,3.37,94.35,0.9,0.09,0.33
21019031200,Census Tract 312,3254,3141,105,19,3235,3130,3099,9,11,11,0.58,3.23,95.24,0.28,0.34,0.34
21019031300,Census Tract 313,2350,2290,53,18,2332,2279,2230,30,13,6,0.77,2.26,94.89,1.28,0.55,0.26
21021930100,Census Tract 9301,6415,5891,272,403,6012,5740,5002,656,44,38,6.28,4.24,77.97,10.23,0.69,0.59
21021930200,Census Tract 9302,4762,4494,219,161,4601,4382,4039,264,59,20,3.38,4.6,84.82,5.54,1.24,0.42
21021930300,Census Tract 9303,3293,3068,176,169,3124,2948,2422,359,152,15,5.13,5.34,73.55,10.9,4.62,0.46
21021930400,Census Tract 9304,4344,3914,267,450,3894,3627,2998,571,33,25,10.36,6.15,69.01,13.14,0.76,0.58
21021930500,Census Tract 9305,3506,3330,148,81,3425,3277,3048,181,37,11,2.31,4.22,86.94,5.16,1.06,0.31
21021930600,Census Tract 9306,3751,3581,145,64,3687,3542,3470,46,9,17,1.71,3.87,92.51,1.23,0.24,0.45
21021930700,Census Tract 9307,4543,4326,169,162,4381,4212,4095,78,27,12,3.57,3.72,90.14,1.72,0.59,0.26
21023950100,Census Tract 9501,2464,2377,77,46,2418,2341,2306,24,6,5,1.87,3.12,93.59,0.97,0.24,0.2
21023950200,Census Tract 9502,1793,1729,61,12,1781,1720,1706,6,3,5,0.67,3.4,95.15,0.33,0.17,0.28
21023950300,Census Tract 9503,4143,4001,127,32,4111,3984,3952,18,4,10,0.77,3.07,95.39,0.43,0.1,0.24
21025920200,Census Tract 9202,2170,2129,40,18,2152,2112,2077,26,6,3,0.83,1.84,95.71,1.2,0.28,0.14
21025920301,Census Tract 9203.01,1893,1856,36,10,1883,1847,1822,10,14,1,0.53,1.9,96.25,0.53,0.74,0.05
21025920302,Census Tract 9203.02,1668,1614,51,8,1660,1609,1577,8,17,7,0.48,3.06,94.54,0.48,1.02,0.42
21025920500,Census Tract 9205,1692,1666,23,6,1686,1663,1656,1,0,6,0.35,1.36,97.87,0.06,0.0,0.35
21025920600,Census Tract 9206,1950,1908,41,11,1939,1898,1895,2,0,1,0.56,2.1,97.18,0.1,0.0,0.05
21025920700,Census Tract 9207,1986,1750,219,24,1962,1743,1737,4,0,2,1.21,11.03,87.46,0.2,0.0,0.1
21025920800,Census Tract 9208,2359,2294,61,16,2343,2282,2274,6,0,2,0.68,2.59,96.4,0.25,0.0,0.08
21027960100,Census Tract 9601,5019,4767,217,81,4938,4721,4486,189,7,39,1.61,4.32,89.38,3.77,0.14,0.78
21027960200,Census Tract 9602,5202,4975,192,63,5139,4947,4739,175,20,13,1.21,3.69,91.1,3.36,0.38,0.25
21027960300,Census Tract 9603,3028,2865,145,36,2992,2847,2812,26,0,9,1.19,4.79,92.87,0.86,0.0,0.3
21027960400,Census Tract 9604,1375,1315,58,3,1372,1314,1304,1,0,9,0.22,4.22,94.84,0.07,0.0,0.65
21027960501,Census Tract 9605.01,2056,1927,113,52,2004,1891,1845,14,3,29,2.53,5.5,89.74,0.68,0.15,1.41
21027960502,Census Tract 9605.02,3752,3618,110,49,3703,3593,3557,17,8,11,1.31,2.93,94.8,0.45,0.21,0.29
21029020101,Census Tract 201.01,4388,4166,183,91,4297,4114,4049,34,17,14,2.07,4.17,92.27,0.77,0.39,0.32
21029020102,Census Tract 201.02,3865,3683,146,80,3785,3639,3564,36,20,19,2.07,3.78,92.21,0.93,0.52,0.49
21029020103,Census Tract 201.03,3310,3125,164,59,3251,3087,3051,5,19,12,1.78,4.95,92.18,0.15,0.57,0.36
21029020201,Census Tract 202.01,7459,7115,267,125,7334,7067,6894,106,39,28,1.68,3.58,92.43,1.42,0.52,0.38
21029020202,Census Tract 202.02,4769,4582,146,99,4670,4524,4405,60,31,28,2.08,3.06,92.37,1.26,0.65,0.59
21029020300,Census Tract 203,5661,5407,219,117,5544,5325,5207,57,33,28,2.07,3.87,91.98,1.01,0.58,0.49
21029020401,Census Tract 204.01,1693,1611,63,25,1668,1605,1574,10,12,9,1.48,3.72,92.97,0.59,0.71,0.53
21029020402,Census Tract 204.02,5206,4913,222,152,5054,4832,4693,80,35,24,2.92,4.26,90.15,1.54,0.67,0.46
21029020501,Census Tract 205.01,3197,2975,166,134,3063,2897,2799,62,29,7,4.19,5.19,87.55,1.94,0.91,0.22
21029020502,Census Tract 205.02,2213,2079,101,94,2119,2018,1932,61,15,10,4.25,4.56,87.3,2.76,0.68,0.45
21029020601,Census Tract 206.01,5541,5181,257,187,5354,5097,4959,88,16,34,3.37,4.64,89.5,1.59,0.29,0.61
21029020602,Census Tract 206.02,1289,1252,31,18,1271,1240,1221,6,11,2,1.4,2.4,94.72,0.47,0.85,0.16
21029020702,Census Tract 207.02,2546,2389,137,81,2465,2328,2261,41,14,12,3.18,5.38,88.81,1.61,0.55,0.47
21029020703,Census Tract 207.03,4405,4143,206,101,4304,4098,3914,122,50,12,2.29,4.68,88.85,2.77,1.14,0.27
21029020704,Census Tract 207.04,3639,3381,202,135,3504,3302,3166,79,34,23,3.71,5.55,87.0,2.17,0.93,0.63
21029020800,Census Tract 208,5005,4750,203,229,4776,4573,4471,51,24,27,4.58,4.06,89.33,1.02,0.48,0.54
21029020900,Census Tract 209,2792,2684,87,59,2733,2646,2614,10,6,16,2.11,3.12,93.62,0.36,0.21,0.57
21029021102,Census Tract 211.02,4442,4229,175,96,4346,4171,4126,21,6,18,2.16,3.94,92.89,0.47,0.14,0.41
21029021103,Census Tract 211.03,1384,1305,62,28,1356,1294,1273,7,3,11,2.02,4.48,91.98,0.51,0.22,0.79
21029021104,Census Tract 211.04,4625,4368,214,141,4484,4270,4165,73,17,15,3.05,4.63,90.05,1.58,0.37,0.32
21029021200,Census Tract 212,4786,4548,214,66,4720,4506,4447,22,14,23,1.38,4.47,92.92,0.46,0.29,0.48
21029980100,Census Tract 9801,2,2,0,0,2,2,2,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
21031930100,Census Tract 9301,3101,3006,83,49,3052,2969,2951,5,0,13,1.58,2.68,95.16,0.16,0.0,0.42
21031930200,Census Tract 9302,1616,1575,35,12,1604,1569,1556,1,1,11,0.74,2.17,96.29,0.06,0.06,0.68
21031930301,Census Tract 9303.01,1415,1368,36,32,1383,1347,1342,0,3,2,2.26,2.54,94.84,0.0,0.21,0.14
21031930302,Census Tract 9303.02,3199,3024,113,458,2741,2628,2598,8,7,15,14.32,3.53,81.21,0.25,0.22,0.47
21031930400,Census Tract 9304,1764,1712,42,34,1730,1688,1679,0,5,4,1.93,2.38,95.18,0.0,0.28,0.23
21031930500,Census Tract 9305,1276,1259,16,7,1269,1253,1244,1,5,3,0.55,1.25,97.49,0.08,0.39,0.24
21033920100,Census Tract 9201,1944,1882,48,20,1924,1876,1836,27,3,10,1.03,2.47,94.44,1.39,0.15,0.51
21033920200,Census Tract 9202,5027,4786,207,91,4936,4729,4218,455,29,27,1.81,4.12,83.91,9.05,0.58,0.54
21033920301,Census Tract 9203.01,3216,3031,167,52,3164,2997,2822,157,14,4,1.62,5.19,87.75,4.88,0.44,0.12
21033920302,Census Tract 9203.02,2462,2372,80,35,2427,2347,2314,15,7,11,1.42,3.25,93.99,0.61,0.28,0.45
21035010100,Census Tract 101,4303,4125,130,164,4139,4009,3960,20,18,11,3.81,3.02,92.03,0.46,0.42,0.26
21035010200,Census Tract 102,4516,4274,201,132,4384,4183,4101,56,9,17,2.92,4.45,90.81,1.24,0.2,0.38
21035010301,Census Tract 103.01,2492,2364,100,78,2414,2314,1981,239,78,16,3.13,4.01,79.49,9.59,3.13,0.64
21035010303,Census Tract 103.03,2930,2711,153,186,2744,2591,2336,203,41,11,6.35,5.22,79.73,6.93,1.4,0.38
21035010304,Census Tract 103.04,3617,3372,198,142,3475,3277,3069,114,59,35,3.93,5.47,84.85,3.15,1.63,0.97
21035010400,Census Tract 104,2424,2219,150,159,2265,2115,1852,214,30,19,6.56,6.19,76.4,8.83,1.24,0.78
21035010500,Census Tract 105,3263,3035,176,157,3106,2930,2681,195,38,16,4.81,5.39,82.16,5.98,1.16,0.49
21035010601,Census Tract 106.01,3029,2861,119,116,2913,2794,2600,117,63,14,3.83,3.93,85.84,3.86,2.08,0.46
21035010602,Census Tract 106.02,4063,3896,126,82,3981,3855,3679,83,75,18,2.02,3.1,90.55,2.04,1.85,0.44
21035010700,Census Tract 107,3209,3040,126,76,3133,3007,2952,36,15,4,2.37,3.93,91.99,1.12,0.47,0.12
21035010800,Census Tract 108,3257,3099,136,61,3196,3060,3024,16,7,13,1.87,4.18,92.85,0.49,0.21,0.4
21037050100,Census Tract 501,1202,1113,69,87,1115,1046,731,279,30,6,7.24,5.74,60.82,23.21,2.5,0.5
21037050400,Census Tract 504,1729,1624,74,66,1663,1589,1499,62,13,15,3.82,4.28,86.7,3.59,0.75,0.87
21037050500,Census Tract 505,2177,1945,183,222,1955,1772,1577,171,5,19,10.2,8.41,72.44,7.85,0.23,0.87
21037050600,Census Tract 506,1783,1606,142,147,1636,1494,1258,221,4,11,8.24,7.96,70.56,12.39,0.22,0.62
21037051101,Census Tract 511.01,2183,2083,83,91,2092,2009,1941,40,9,19,4.17,3.8,88.91,1.83,0.41,0.87
21037051102,Census Tract 511.02,1571,1467,81,33,1538,1457,1401,30,12,14,2.1,5.16,89.18,1.91,0.76,0.89
21037051200,Census Tract 512,1538,1459,68,76,1462,1394,1353,25,5,11,4.94,4.42,87.97,1.63,0.33,0.72
21037051300,Census Tract 513,4933,4749,156,91,4842,4686,4586,53,37,10,1.84,3.16,92.97,1.07,0.75,0.2
21037051901,Census Tract 519.01,4942,4774,153,39,4903,4750,4677,20,21,32,0.79,3.1,94.64,0.4,0.42,0.65
21037051903,Census Tract 519.03,6834,6604,194,77,6757,6563,6393,59,73,38,1.13,2.84,93.55,0.86,1.07,0.56
21037051904,Census Tract 519.04,5079,4815,225,76,5003,4778,4679,43,30,26,1.5,4.43,92.12,0.85,0.59,0.51
21037052001,Census Tract 520.01,5253,5059,180,39,5214,5034,4981,8,31,14,0.74,3.43,94.82,0.15,0.59,0.27
21037052002,Census Tract 520.02,2775,2680,80,25,2750,2670,2661,2,4,3,0.9,2.88,95.89,0.07,0.14,0.11
21037052100,Census Tract 521,3259,3089,122,101,3158,3036,2933,65,13,25,3.1,3.74,90.0,1.99,0.4,0.77
21037052200,Census Tract 522,2225,2120,83,53,2172,2089,2043,27,16,3,2.38,3.73,91.82,1.21,0.72,0.13
21037052301,Census Tract 523.01,4793,4547,203,92,4701,4498,4231,122,129,16,1.92,4.24,88.27,2.55,2.69,0.33
21037052302,Census Tract 523.02,5148,4924,157,115,5033,4876,4707,40,97,32,2.23,3.05,91.43,0.78,1.88,0.62
21037052400,Census Tract 524,2596,2464,102,73,2523,2421,2289,87,24,21,2.81,3.93,88.17,3.35,0.92,0.81
21037052500,Census Tract 525,5313,4979,285,143,5170,4885,4385,419,67,14,2.69,5.36,82.53,7.89,1.26,0.26
21037052800,Census Tract 528,3620,3425,169,112,3508,3339,3220,62,48,9,3.09,4.67,88.95,1.71,1.33,0.25
21037052900,Census Tract 529,5283,5064,188,74,5209,5021,4877,75,37,32,1.4,3.56,92.31,1.42,0.7,0.61
21037053100,Census Tract 531,5765,5550,184,79,5686,5502,5344,75,58,25,1.37,3.19,92.7,1.3,1.01,0.43
21037053200,Census Tract 532,2905,2745,107,165,2740,2633,2268,315,39,11,5.68,3.68,78.07,10.84,1.34,0.38
21037053301,Census Tract 533.01,5763,5524,207,127,5636,5429,4952,258,147,72,2.2,3.59,85.93,4.48,2.55,1.25
21037053302,Census Tract 533.02,4407,4174,192,106,4301,4109,3757,238,75,39,2.41,4.36,85.25,5.4,1.7,0.88
21039960100,Census Tract 9601,1554,1504,28,49,1505,1477,1450,2,3,22,3.15,1.8,93.31,0.13,0.19,1.42
21039960200,Census Tract 9602,1784,1696,81,57,1727,1646,1611,27,6,2,3.2,4.54,90.3,1.51,0.34,0.11
21039960300,Census Tract 9603,1488,1442,45,27,1461,1416,1382,30,1,3,1.81,3.02,92.88,2.02,0.07,0.2
21041950100,Census Tract 9501,2344,2243,80,74,2270,2190,2130,33,17,10,3.16,3.41,90.87,1.41,0.73,0.43
21041950200,Census Tract 9502,6267,5801,224,671,5596,5372,5206,119,26,21,10.71,3.57,83.07,1.9,0.41,0.34
21041950300,Census Tract 9503,2199,2109,63,50,2149,2086,2065,17,1,3,2.27,2.86,93.91,0.77,0.05,0.14
21043960100,Census Tract 9601,3311,3239,66,23,3288,3222,3203,5,4,10,0.69,1.99,96.74,0.15,0.12,0.3
21043960200,Census Tract 9602,3860,3788,69,20,3840,3771,3763,6,0,2,0.52,1.79,97.49,0.16,0.0,0.05
21043960300,Census Tract 9603,2818,2738,77,19,2799,2722,2708,3,3,8,0.67,2.73,96.1,0.11,0.11,0.28
21043960400,Census Tract 9604,1806,1772,34,8,1798,1764,1753,2,0,9,0.44,1.88,97.07,0.11,0.0,0.5
21043960500,Census Tract 9605,4246,4155,83,87,4159,4076,3884,164,14,14,2.05,1.95,91.47,3.86,0.33,0.33
21043960601,Census Tract 9606.01,1635,1595,37,5,1630,1593,1581,5,3,4,0.31,2.26,96.7,0.31,0.18,0.24
21043960602,Census Tract 9606.02,4759,4600,148,54,4705,4557,4498,21,24,14,1.13,3.11,94.52,0.44,0.5,0.29
21043960700,Census Tract 9607,4192,4091,90,38,4154,4064,4035,3,10,16,0.91,2.15,96.25,0.07,0.24,0.38
21045950100,Census Tract 9501,1243,1209,27,20,1223,1196,1192,0,2,2,1.61,2.17,95.9,0.0,0.16,0.16
21045950200,Census Tract 9502,2442,2367,63,131,2311,2248,2222,5,6,15,5.36,2.58,90.99,0.2,0.25,0.61
21045950301,Census Tract 9503.01,3067,2979,72,162,2905,2833,2765,25,19,24,5.28,2.35,90.15,0.82,0.62,0.78
21045950302,Census Tract 9503.02,3315,3205,80,109,3206,3126,3081,21,10,14,3.29,2.41,92.94,0.63,0.3,0.42
21045950400,Census Tract 9504,3217,3149,56,31,3186,3130,3093,10,7,20,0.96,1.74,96.15,0.31,0.22,0.62
21045950500,Census Tract 9505,2657,2589,52,86,2571,2519,2483,20,8,8,3.24,1.96,93.45,0.75,0.3,0.3
21047200100,Census Tract 2001,3788,3535,192,192,3596,3404,1506,1861,6,31,5.07,5.07,39.76,49.13,0.16,0.82
21047200200,Census Tract 2002,3186,2963,181,146,3040,2859,1573,1236,21,29,4.58,5.68,49.37,38.79,0.66,0.91
21047200300,Census Tract 2003,3112,2909,187,126,2986,2799,1604,1156,12,27,4.05,6.01,51.54,37.15,0.39,0.87
21047200400,Census Tract 2004,2199,2048,120,137,2062,1942,506,1414,4,18,6.23,5.46,23.01,64.3,0.18,0.82
21047200500,Census Tract 2005,4654,4312,216,332,4322,4106,3048,860,164,34,7.13,4.64,65.49,18.48,3.52,0.73
21047200600,Census Tract 2006,4934,4655,213,225,4709,4496,3464,925,81,26,4.56,4.32,70.21,18.75,1.64,0.53
21047200700,Census Tract 2007,6326,5998,237,337,5989,5752,4650,1033,35,34,5.33,3.75,73.51,16.33,0.55,0.54
